Local Time,Temperature (C),Dewpoint  (C),Humidity (%),Barometer (hPa),Visibility (km),Wind Direction (degree),Wind Speed (km),Events,Conditions
15/03/2016 20:00,6,3,81,1012.2,24.1,NNE (20),14.8,,Mostly Cloudy
15/03/2016 21:00,7,3,76,1012.9,24.1,North (10),16.7,,Mostly Cloudy
15/03/2016 22:00,6,4,87,1013.2,24.1,NNE (20),13,,Mostly Cloudy
15/03/2016 23:00,6,3,81,1012.9,24.1,North (10),13,,Mostly Cloudy
16/03/2016 00:00,6,3,81,1012.5,24.1,NNE (20),9.3,,Mostly Cloudy
16/03/2016 01:00,6,3,81,1011.9,24.1,NNE (30),11.1,,Overcast
16/03/2016 02:00,5.6,3.3,80,1011.9,24.1,NNE (20),14.8,,Overcast
16/03/2016 02:00,5,3,87,1011.5,24.1,NNE (20),14.8,,Overcast
16/03/2016 03:00,6,4,87,1011.2,24.1,East (80),9.3,,Overcast
16/03/2016 04:00,6,4,87,1011.2,24.1,East (80),9.3,,Overcast
16/03/2016 05:00,6,5,93,1010.8,9.7,East (100),18.5,,Light Drizzle
16/03/2016 06:00,6,5,93,1009.5,12.9,East (90),22.2,,Light Drizzle
16/03/2016 06:29,6,4,87,1009.1,12.9,East (90),25.9,,Overcast
16/03/2016 07:00,5,4,93,1008.5,12.9,East (80),25.9,,Overcast
16/03/2016 08:00,6,4,87,1009.5,16.1,East (80),24.1,,Overcast
16/03/2016 08:00,5.6,4.4,90,1009.5,16.1,East (90),20.4,,Partly Cloudy
16/03/2016 08:19,5,4,93,1009.1,12.9,East (80),24.1,Rain,Light Rain Showers
16/03/2016 08:30,5,4,93,1007.8,6.4,East (80),33.3,Rain,Light Rain Showers
16/03/2016 09:00,5,4,93,1007.1,4,East (90),29.6,,Overcast
16/03/2016 09:42,5,4,93,1006.8,2.4,East (100),27.8,,Overcast
16/03/2016 10:00,5,4,93,1006.1,2.9,East (90),31.5,,Overcast
16/03/2016 10:10,5,4,93,1006.1,8,East (100),31.5,,Overcast
16/03/2016 11:00,5,4,93,1004.4,9.7,East (100),35.2,,Overcast
16/03/2016 11:07,5,5,100,1004.4,9.7,East (100),33.3,Rain,Light Rain Showers
16/03/2016 11:34,5,4,93,1003.7,9.7,East (100),37,,Overcast
16/03/2016 11:54,5,4,93,1003,8,East (100),33.3,Rain,Light Rain
16/03/2016 12:00,5,4,93,1002.7,8,East (100),35.2,Rain,Light Rain
16/03/2016 13:00,5,4,93,1002.7,6.4,East (90),27.8,,Overcast
16/03/2016 14:00,5,4.4,95,1002.7,9.7,ESE (110),20.4,Rain,Light Rain
16/03/2016 14:00,5,4,93,1002.7,9.7,ESE (110),24.1,Rain,Light Rain
16/03/2016 14:19,6,5,93,1003,9.7,ESE (110),11.1,,Overcast
16/03/2016 15:00,6,6,100,1002.7,12.9,SE (130),9.3,,Overcast
16/03/2016 15:27,8,7,93,1003,12.9,SE (140),13,,Overcast
16/03/2016 16:00,9,8,93,1002.7,16.1,ESE (120),7.4,,Mostly Cloudy
16/03/2016 17:00,12,6,67,1002.7,24.1,SW (220),20.4,,Mostly Cloudy
16/03/2016 17:24,14,5,55,1002.4,24.1,SW (230),44.4,,Mostly Cloudy
16/03/2016 17:31,13,4,54,1003.7,19.3,SW (230),62.9,Rain,Light Rain Showers
16/03/2016 17:44,10,5,71,1004.1,24.1,West (260),31.5,,Mostly Cloudy
16/03/2016 18:00,11,5,67,1004.1,24.1,WSW (250),22.2,,Mostly Cloudy
16/03/2016 19:00,12,4,58,1004.4,24.1,SW (230),13,,Mostly Cloudy
16/03/2016 19:14,11,5,67,1005.8,24.1,WSW (250),24.1,Rain,Light Rain Showers
16/03/2016 20:00,8,4,76,1006.1,24.1,NNW (330),14.8,Rain,Light Rain Showers
16/03/2016 20:00,7.8,4.4,72,1006.4,24.1,NW (320),18.5,Rain,Light Rain Showers
16/03/2016 20:22,7,4,81,1006.1,24.1,ENE (70),5.6,,Mostly Cloudy
16/03/2016 21:00,8,4,76,1005.8,24.1,ESE (120),7.4,,Overcast
16/03/2016 22:00,7,4,81,1006.4,24.1,NE (50),5.6,,Mostly Cloudy
16/03/2016 23:00,7,3,76,1007.5,24.1,North (360),11.1,,Partly Cloudy
17/03/2016 00:00,6,4,87,1007.8,24.1,ENE (60),5.6,,Clear
17/03/2016 01:00,6,3,81,1007.5,24.1,SSE (150),7.4,,Clear
17/03/2016 02:00,6.1,0.6,59,1007.5,24.1,South (190),7.4,,Partly Cloudy
17/03/2016 02:00,6,1,70,1007.5,24.1,South (190),7.4,,Partly Cloudy
17/03/2016 03:00,6,0,66,1006.8,24.1,SSW (210),11.1,,Clear
17/03/2016 04:00,6,0,66,1006.1,24.1,SSW (200),11.1,,Clear
17/03/2016 05:00,6,-1,61,1006.4,24.1,SW (220),16.7,,Partly Cloudy
17/03/2016 06:00,5,-1,65,1005.8,24.1,SW (220),16.7,,Partly Cloudy
17/03/2016 07:00,5,0,70,1005.8,24.1,SW (220),16.7,,Partly Cloudy
17/03/2016 08:00,6,0,66,1005.8,24.1,SW (220),18.5,,Mostly Cloudy
17/03/2016 08:00,5.6,0,58,1006.1,24.1,SW (220),18.5,,Partly Cloudy
17/03/2016 09:00,6,1,70,1006.4,24.1,WSW (240),16.7,,Mostly Cloudy
17/03/2016 10:00,8,1,62,1006.8,24.1,WSW (240),22.2,,Mostly Cloudy
17/03/2016 11:00,9,1,58,1006.4,24.1,WSW (250),20.4,,Mostly Cloudy
17/03/2016 12:00,9,-1,50,1006.1,24.1,WSW (250),27.8,,Mostly Cloudy
17/03/2016 12:20,10,-1,47,1005.8,24.1,WSW (250),31.5,Rain,Light Rain Showers
17/03/2016 13:00,8,2,66,1005.8,24.1,WNW (300),20.4,Rain,Light Rain Showers
17/03/2016 13:55,8,2,66,1005.8,24.1,West (260),22.2,Rain,Light Rain Showers
17/03/2016 14:00,9,3,66,1005.8,24.1,West (260),20.4,Rain,Light Rain Showers
17/03/2016 14:00,8.3,2.2,57,1005.8,24.1,West (260),22.2,Rain,Light Rain Showers
17/03/2016 14:28,9,0,54,1005.4,24.1,SW (230),33.3,,Mostly Cloudy
17/03/2016 14:51,9,-1,50,1005.4,24.1,WSW (240),46.3,Rain,Light Rain Showers
17/03/2016 15:00,9,0,54,1005.4,24.1,WSW (250),33.3,Rain,Light Rain Showers
17/03/2016 15:10,9,1,58,1005.4,24.1,WNW (300),29.6,Rain,Light Rain Showers
17/03/2016 15:40,10,0,50,1005.4,24.1,West (260),24.1,,Mostly Cloudy
17/03/2016 16:00,10,-2,43,1005.8,24.1,West (260),46.3,,Mostly Cloudy
17/03/2016 17:00,9,-1,50,1006.1,24.1,West (280),29.6,,Overcast
17/03/2016 18:00,8,-1,53,1006.8,24.1,West (270),25.9,,Overcast
17/03/2016 19:00,7,-1,57,1007.5,24.1,West (280),35.2,Rain,Light Rain Showers
17/03/2016 19:22,5,1,76,1008.1,24.1,WNW (290),18.5,,Mostly Cloudy
17/03/2016 20:00,5.6,0.6,60,1008.8,24.1,West (280),24.1,Rain,Light Rain Showers
17/03/2016 20:00,6,0,66,1008.5,24.1,West (280),27.8,,Mostly Cloudy
17/03/2016 21:00,5,1,76,1009.5,24.1,WNW (290),16.7,,Mostly Cloudy
17/03/2016 21:30,5,1,76,1009.8,24.1,WNW (300),18.5,Rain,Light Rain Showers
17/03/2016 22:00,4,1,81,1009.8,24.1,WNW (300),27.8,Rain,Light Rain Showers
17/03/2016 22:45,4,1,81,1010.2,24.1,WNW (290),27.8,,Mostly Cloudy
17/03/2016 23:00,4,1,81,1010.2,24.1,NW (310),20.4,,Mostly Cloudy
17/03/2016 23:09,4,1,81,1010.2,24.1,NW (320),22.2,Rain,Light Rain Showers
