Local Time,Temperature (C),Dewpoint  (C),Humidity (%),Barometer (hPa),Visibility (km),Wind Direction (degree),Wind Speed (km),Events,Conditions
16/03/2016 07:00,2,1,93,1026.4,32.2,North (350),9.3,,Scattered Clouds
16/03/2016 08:00,3,2,93,1027.1,48.3,Calm,,,Scattered Clouds
16/03/2016 09:00,5,3,87,1027.1,48.3,NE (50),5.6,,Scattered Clouds
16/03/2016 10:00,6,4,87,1027.8,32.2,West (270),9.3,,Mostly Cloudy
16/03/2016 11:00,7,4,81,1028.1,32.2,WNW (290),20.4,,Scattered Clouds
16/03/2016 11:00,7.2,4.4,75,1028.4,30.6,WNW (290),20.4,,Scattered Clouds
16/03/2016 12:00,7,4,81,1028.4,32.2,West (280),20.4,,Scattered Clouds
16/03/2016 13:00,8,4,76,1028.1,32.2,WNW (290),20.4,,Scattered Clouds
16/03/2016 14:00,8,5,81,1028.1,32.2,WNW (290),25.9,,Scattered Clouds
16/03/2016 15:00,9,5,76,1027.8,48.3,WNW (290),22.2,,Scattered Clouds
16/03/2016 16:00,8,4,76,1027.4,48.3,West (280),27.8,,Scattered Clouds
16/03/2016 17:00,9,4,71,1027.1,48.3,West (280),22.2,,Scattered Clouds
16/03/2016 17:00,8.9,4.4,64,1027.1,45.1,West (280),22.2,,Scattered Clouds
16/03/2016 18:00,8,4,76,1026.8,48.3,West (280),22.2,,Scattered Clouds
16/03/2016 19:00,8,4,76,1026.8,48.3,West (280),24.1,,Mostly Cloudy
16/03/2016 20:00,6,4,87,1026.8,48.3,WNW (290),18.5,,Scattered Clouds
16/03/2016 21:00,7,4,81,1027.1,48.3,WNW (290),22.2,,Clear
16/03/2016 22:00,6,4,87,1027.4,48.3,North (350),7.4,,Clear
16/03/2016 23:00,5,2.8,80,1028.1,45.1,NE (50),9.3,,
16/03/2016 23:00,5,3,87,1027.8,48.3,NE (40),13,,Clear
17/03/2016 00:00,4,2,87,1028.4,48.3,NNE (20),11.1,,Clear
17/03/2016 01:00,4,2,87,1028.8,48.3,NNE (20),11.1,,Clear
17/03/2016 02:00,4,1,81,1029.1,48.3,North (360),7.4,,Clear
17/03/2016 03:00,3,1,87,1029.5,48.3,NE (40),5.6,,Clear
17/03/2016 04:00,3,1,87,1029.5,48.3,Calm,,,Clear
17/03/2016 05:00,1.1,0,90,1029.5,45.1,North,1.9,,
17/03/2016 05:00,1,0,93,1029.5,48.3,Calm,,,Clear
17/03/2016 06:00,1,-1,87,1029.5,48.3,Calm,,,Clear
17/03/2016 07:00,3,-1,75,1029.5,48.3,East (90),3.7,,Clear
17/03/2016 07:06,2,-2,75,1029.5,48.3,East (100),5.6,,Clear
17/03/2016 08:00,1,0,93,1029.5,48.3,Variable,3.7,,Clear
17/03/2016 09:00,4,1,81,1029.8,48.3,NNW (340),7.4,,Clear
17/03/2016 10:00,7,-1,57,1029.8,48.3,Calm,,,Clear
17/03/2016 11:00,8,2,66,1029.8,48.3,West (280),9.3,,Partly Cloudy
17/03/2016 11:00,7.8,2.2,59,1029.8,45.1,West (280),9.3,,Clear
17/03/2016 12:00,8,1,62,1029.5,48.3,WNW (290),14.8,,Partly Cloudy
17/03/2016 13:00,9,2,62,1028.8,48.3,WNW (300),18.5,,Partly Cloudy
17/03/2016 14:00,9,4,71,1028.1,48.3,WNW (300),24.1,,Partly Cloudy
17/03/2016 15:00,9,4,71,1027.1,48.3,WNW (300),24.1,,Partly Cloudy
17/03/2016 16:00,10,4,66,1026.4,48.3,WNW (300),22.2,,Partly Cloudy
17/03/2016 17:00,10,3,62,1026.1,48.3,WNW (290),27.8,,Partly Cloudy
17/03/2016 17:00,9.4,2.8,52,1026.1,45.1,WNW (290),24.1,,Clear
17/03/2016 18:00,9,2,62,1025.4,48.3,WNW (290),24.1,,Scattered Clouds
17/03/2016 19:00,8,3,71,1024.7,48.3,WNW (300),18.5,,Scattered Clouds
17/03/2016 20:00,5,2,81,1024.7,48.3,NNW (330),9.3,,Clear
17/03/2016 21:00,8,-2,50,1024.4,48.3,NE (40),9.3,,Clear
17/03/2016 22:00,7,-3,49,1024,48.3,NNE (20),7.4,,Clear
17/03/2016 23:00,6.7,-3.3,37,1024,45.1,NE (40),9.3,,
17/03/2016 23:00,7,-3,49,1024,48.3,ENE (60),9.3,,Clear
