Local Time,Temperature (C),Dewpoint  (C),Humidity (%),Barometer (hPa),Visibility (km),Wind Direction (degree),Wind Speed (km),Events,Conditions
14/03/2016 17:00,7,5,87,1010.2,8,North (10),35.2,Rain,Rain
14/03/2016 17:30,7,5,87,1010.2,8,NNE (20),38.9,Rain,Rain
14/03/2016 18:00,6,5,93,1011.2,6.9,NNE (20),37,Rain,Rain
14/03/2016 18:22,6,4,87,1011.2,6.9,North (360),37,Rain,Rain
14/03/2016 18:30,6,4,87,1010.2,8,North (360),35.2,Rain,Rain
14/03/2016 19:00,5,4,93,1010.2,6.9,North (10),37,Rain,Rain
14/03/2016 19:30,5,4,93,1010.2,8,North (10),35.2,Rain,Rain
14/03/2016 19:44,5,4,93,1010.2,8,North (10),37,Rain,Rain
14/03/2016 20:00,5,4,93,1010.2,10,North (10),38.9,Rain,Rain
14/03/2016 20:11,6,4,87,1010.2,10,North (10),38.9,Rain,Light Rain
14/03/2016 20:29,6,4,87,1009.1,10,North (10),35.2,Rain,Light Rain
14/03/2016 20:30,6,4,87,1009.1,10,North (360),38.9,Rain,Light Rain
14/03/2016 21:00,5,4,93,1009.1,8,North (10),44.4,Rain,Light Rain
14/03/2016 21:30,6,4,87,1009.1,6.9,North (10),44.4,Rain,Light Rain
14/03/2016 22:00,6,5,93,1009.1,6.9,North (10),42.6,Rain,Rain
14/03/2016 22:30,6,4,87,1009.1,9,North (360),42.6,Rain,Rain
14/03/2016 23:00,5,4,93,1008.1,10,North (10),40.7,Rain,Rain
14/03/2016 23:15,5,4,93,1008.1,10,North (10),42.6,Rain,Light Rain
14/03/2016 23:30,5,4,93,1008.1,10,North (10),42.6,Rain,Light Rain
15/03/2016 00:00,5,4,93,1008.1,10,North (360),42.6,Rain,Light Rain
15/03/2016 00:30,5,4,93,1008.1,10,North (360),40.7,Rain,Light Rain
15/03/2016 00:43,6,4,87,1008.1,10,North (360),38.9,Rain,Light Rain
15/03/2016 01:00,6,4,87,1008.1,10,North (360),37,Rain,Light Rain
15/03/2016 01:12,6,4,87,1008.1,10,North (360),37,Rain,Light Rain
15/03/2016 01:30,6,4,87,1008.1,10,North (350),33.3,Rain,Light Rain
15/03/2016 02:00,6,4,87,1008.1,10,North (350),31.5,,Mostly Cloudy
15/03/2016 02:30,6,4,87,1008.1,10,North (360),27.8,,Mostly Cloudy
15/03/2016 03:00,6,3,81,1008.1,10,North (350),24.1,,Partly Cloudy
15/03/2016 03:30,6,2,76,1008.1,10,NNW (340),24.1,,Partly Cloudy
15/03/2016 04:00,7,0,61,1008.1,,NNW (340),25.9,,Clear
15/03/2016 04:30,7,0,61,1009.1,,NNW (330),29.6,,Clear
15/03/2016 05:00,7,0,61,1009.1,,NNW (330),29.6,,Clear
15/03/2016 05:30,7,-1,57,1010.2,,NNW (330),31.5,,Clear
15/03/2016 06:00,7,0,61,1011.2,,NNW (330),27.8,,Clear
15/03/2016 06:30,7,0,61,1011.2,,NNW (340),25.9,,Clear
15/03/2016 07:00,7,0,61,1012.2,,NNW (340),22.2,,Clear
15/03/2016 07:30,8,0,57,1012.2,,North (350),24.1,,Clear
15/03/2016 08:00,8,1,62,1013.2,,North (350),24.1,,Clear
15/03/2016 08:30,8,1,62,1013.2,10,North (350),24.1,,Partly Cloudy
15/03/2016 09:00,9,1,58,1013.2,10,NNW (340),24.1,,Partly Cloudy
15/03/2016 09:30,10,1,54,1013.2,10,North (350),22.2,,Partly Cloudy
15/03/2016 09:42,11,0,47,1013.2,10,NNW (340),29.6,,Partly Cloudy
15/03/2016 10:00,11,-2,41,1013.2,10,NNW (330),37,,Partly Cloudy
15/03/2016 10:30,11,-1,44,1013.2,10,NNW (340),35.2,,Partly Cloudy
15/03/2016 11:00,11,0,47,1013.2,10,NNW (330),27.8,,Partly Cloudy
15/03/2016 11:30,11,1,50,1013.2,10,NNW (340),24.1,,Partly Cloudy
15/03/2016 12:00,12,0,44,1013.2,10,NNW (340),29.6,,Partly Cloudy
15/03/2016 12:28,13,0,41,1013.2,10,NNW (330),27.8,,Partly Cloudy
15/03/2016 12:30,13,0,41,1013.2,10,NNW (330),29.6,,Partly Cloudy
15/03/2016 13:00,12,0,44,1013.2,10,North (350),29.6,,Partly Cloudy
15/03/2016 13:30,13,0,41,1013.2,10,North (350),24.1,,Partly Cloudy
15/03/2016 14:00,13,0,41,1013.2,10,North (350),33.3,,Partly Cloudy
15/03/2016 14:30,12,-1,41,1013.2,10,North (350),31.5,,Partly Cloudy
15/03/2016 15:00,12,-2,38,1014.2,10,North (350),31.5,,Partly Cloudy
15/03/2016 15:23,13,-4,31,1014.2,10,NNW (340),27.8,,Partly Cloudy
15/03/2016 15:30,13,-3,33,1014.2,10,NNW (340),29.6,,Partly Cloudy
15/03/2016 16:00,12,-4,33,1014.2,10,NNW (340),33.3,,Partly Cloudy
15/03/2016 16:30,12,-5,30,1015.2,10,NNW (330),31.5,,Partly Cloudy
15/03/2016 17:00,11,-5,33,1016.3,10,NW (320),27.8,,Partly Cloudy
15/03/2016 17:30,10,-5,35,1016.3,10,NW (320),22.2,,Partly Cloudy
15/03/2016 18:00,9,-6,34,1017.3,10,NNW (330),25.9,,Partly Cloudy
15/03/2016 18:30,9,-6,34,1017.3,10,NNW (330),18.5,,Partly Cloudy
15/03/2016 19:00,8,-5,40,1017.9,10,NNW (330),20.4,,Partly Cloudy
15/03/2016 19:30,9,-4,40,1019,10,NNW (340),18.5,,Partly Cloudy
15/03/2016 20:00,8,-4,43,1019,10,NNW (340),16.7,,Partly Cloudy
15/03/2016 20:30,8,-6,37,1020,10,NNW (340),24.1,,Partly Cloudy
15/03/2016 21:00,8,-5,40,1020,10,North (10),14.8,,Partly Cloudy
15/03/2016 21:30,8,-6,37,1020,10,North (10),22.2,,Partly Cloudy
15/03/2016 22:00,8,-5,40,1021,10,NNE (20),20.4,,Partly Cloudy
15/03/2016 22:30,8,-5,40,1021,10,NNE (20),16.7,,Partly Cloudy
15/03/2016 23:00,8,-4,43,1022,10,NNE (30),16.7,,Partly Cloudy
15/03/2016 23:30,8,-5,40,1022,10,NE (50),13,,Partly Cloudy
16/03/2016 00:00,8,-3,46,1022,10,NE (50),16.7,,Partly Cloudy
16/03/2016 00:30,7,-3,49,1022,10,NE (50),13,,Partly Cloudy
16/03/2016 01:00,7,-3,49,1022,10,NE (40),13,,Partly Cloudy
16/03/2016 01:30,7,-3,49,1022,10,NNE (20),11.1,,Mostly Cloudy
16/03/2016 02:00,7,-4,46,1022,10,NNE (20),11.1,,Mostly Cloudy
16/03/2016 02:30,7,-4,46,1022,10,NNE (20),13,,Scattered Clouds
16/03/2016 03:00,6,-4,49,1022,10,North (360),9.3,,Mostly Cloudy
16/03/2016 03:30,6,-4,49,1022,10,NNE (20),13,,Mostly Cloudy
16/03/2016 04:00,6,-4,49,1023,10,NE (40),13,,Partly Cloudy
16/03/2016 04:30,6,-4,49,1023,10,NE (40),13,,Mostly Cloudy
16/03/2016 05:00,6,-4,49,1023,10,NE (40),13,,Mostly Cloudy
16/03/2016 05:30,6,-4,49,1023,10,NNE (20),11.1,,Mostly Cloudy
16/03/2016 06:00,6,-4,49,1024,10,North (10),11.1,,Mostly Cloudy
16/03/2016 06:30,6,-4,49,1024,10,North (360),11.1,,Mostly Cloudy
16/03/2016 07:00,6,-4,49,1025.1,10,North (10),11.1,,Mostly Cloudy
16/03/2016 07:30,7,-4,46,1025.1,10,North (10),13,,Mostly Cloudy
16/03/2016 08:00,7,-4,46,1025.1,10,NNE (30),14.8,,Mostly Cloudy
16/03/2016 08:30,7,-4,46,1025.1,10,North (10),13,,Mostly Cloudy
16/03/2016 09:00,8,-4,43,1025.1,10,North (360),9.3,,Mostly Cloudy
16/03/2016 09:30,8,-4,43,1025.1,10,North (360),9.3,,Mostly Cloudy
16/03/2016 10:00,8,-4,43,1025.1,10,North (350),7.4,,Mostly Cloudy
16/03/2016 10:30,9,-4,40,1024,10,NNE (30),7.4,,Mostly Cloudy
16/03/2016 11:00,9,-3,43,1024,10,NE (50),7.4,,Mostly Cloudy
16/03/2016 11:30,9,-2,46,1024,10,ENE (70),11.1,,Mostly Cloudy
16/03/2016 12:00,9,-1,50,1023,10,NE (50),5.6,,Mostly Cloudy
16/03/2016 12:30,10,0,50,1022,10,East (80),7.4,,Mostly Cloudy
16/03/2016 13:00,11,0,47,1022,10,Variable,3.7,,Scattered Clouds
16/03/2016 13:30,11,0,47,1022,10,NE (40),5.6,,Scattered Clouds
16/03/2016 14:00,11,1,50,1021,10,NNE (20),5.6,,Scattered Clouds
16/03/2016 14:30,11,1,50,1021,10,East (90),7.4,,Scattered Clouds
16/03/2016 15:00,11,1,50,1021,10,East (80),5.6,,Mostly Cloudy
16/03/2016 15:30,11,3,58,1020,10,East (80),9.3,,Mostly Cloudy
16/03/2016 16:00,11,3,58,1020,10,ESE (120),9.3,,Mostly Cloudy
16/03/2016 16:30,11,3,58,1020,,SSE (150),13,,Clear
16/03/2016 17:00,12,5,62,1020,10,South (170),16.7,,Mostly Cloudy
16/03/2016 17:30,13,5,58,1020,10,South (190),24.1,,Mostly Cloudy
16/03/2016 18:00,12,5,62,1020,10,SSW (200),24.1,,Mostly Cloudy
16/03/2016 18:30,13,6,63,1020,10,SSW (210),22.2,,Mostly Cloudy
16/03/2016 19:00,13,6,63,1020,10,SSW (200),18.5,,Mostly Cloudy
16/03/2016 19:30,13,6,63,1020,10,SW (230),16.7,,Mostly Cloudy
16/03/2016 20:00,13,5,58,1020,10,SW (230),18.5,,Mostly Cloudy
16/03/2016 20:30,13,5,58,1020,10,WSW (250),18.5,,Mostly Cloudy
16/03/2016 21:00,13,5,58,1020,10,WNW (290),13,,Mostly Cloudy
16/03/2016 21:30,11,5,67,1020,10,NW (310),11.1,,Mostly Cloudy
16/03/2016 22:00,11,4,62,1020,10,WNW (290),7.4,,Mostly Cloudy
16/03/2016 22:30,11,4,62,1020,10,NW (310),5.6,,Mostly Cloudy
16/03/2016 23:00,11,4,62,1020,10,West (280),3.7,,Mostly Cloudy
16/03/2016 23:30,10,3,62,1020,10,WSW (250),5.6,,Scattered Clouds
17/03/2016 00:00,11,4,62,1020,10,SSW (210),9.3,,Partly Cloudy
17/03/2016 00:30,11,4,62,1020,10,NW (320),5.6,,Partly Cloudy
17/03/2016 01:00,10,3,62,1020,10,NNW (340),5.6,,Partly Cloudy
17/03/2016 01:30,10,6,76,1020,10,Variable,3.7,,Partly Cloudy
17/03/2016 02:00,10,6,76,1020,10,Variable,3.7,,Scattered Clouds
17/03/2016 02:30,10,5,71,1020,10,NE (50),5.6,,Scattered Clouds
17/03/2016 03:00,10,4,66,1020,10,NNE (20),7.4,,Mostly Cloudy
17/03/2016 03:30,10,4,66,1020,10,NNE (30),11.1,,Partly Cloudy
17/03/2016 04:00,10,4,66,1020,10,NNE (30),13,,Mostly Cloudy
17/03/2016 04:30,9,4,71,1020,10,NNE (30),14.8,,Mostly Cloudy
17/03/2016 05:00,9,4,71,1021,10,North (10),14.8,,Partly Cloudy
17/03/2016 05:30,9,3,66,1021,10,North (10),11.1,,Partly Cloudy
17/03/2016 06:00,9,3,66,1021,10,NNW (340),13,,Partly Cloudy
17/03/2016 06:30,9,2,62,1021,10,NNW (330),7.4,,Partly Cloudy
17/03/2016 07:00,9,2,62,1021,,WNW (300),5.6,,Clear
17/03/2016 07:30,10,2,58,1022,,West (270),5.6,,Clear
17/03/2016 08:00,11,3,58,1022,,Variable,1.9,,Clear
17/03/2016 08:30,11,3,58,1022,,Variable,3.7,,Clear
17/03/2016 09:00,11,4,62,1023,,East (90),7.4,,Clear
17/03/2016 09:30,11,4,62,1022,,East (100),9.3,,Clear
17/03/2016 10:00,12,4,58,1022,10,ESE (110),11.1,,Partly Cloudy
17/03/2016 10:30,12,4,58,1022,10,ESE (120),9.3,,Partly Cloudy
17/03/2016 11:00,13,4,54,1022,10,ESE (120),7.4,,Partly Cloudy
17/03/2016 11:30,14,4,51,1021,10,ESE (110),13,,Partly Cloudy
17/03/2016 12:00,14,4,51,1021,10,ESE (120),9.3,,Partly Cloudy
17/03/2016 12:30,14,5,55,1021,10,ESE (120),11.1,,Partly Cloudy
17/03/2016 13:00,15,6,55,1020,10,ESE (120),13,,Partly Cloudy
17/03/2016 13:30,15,5,51,1020,10,East (100),7.4,,Partly Cloudy
17/03/2016 14:00,16,4,45,1020,10,East (100),5.6,,Partly Cloudy
17/03/2016 14:30,17,-2,27,1020,10,Variable,3.7,,Partly Cloudy
17/03/2016 15:00,16,2,39,1020,10,ENE (70),3.7,,Partly Cloudy
17/03/2016 15:24,19,-5,19,1020,10,South (170),18.5,,Partly Cloudy
17/03/2016 15:30,18,-3,24,1020,10,South (170),20.4,,Partly Cloudy
17/03/2016 16:00,18,4,40,1020,,South (180),22.2,,Clear
17/03/2016 16:30,18,4,40,1020,,South (190),22.2,,Clear
17/03/2016 17:00,17,4,42,1020,,South (180),22.2,,Clear
17/03/2016 17:30,17,3,39,1020,,South (190),18.5,,Clear
17/03/2016 18:00,16,3,42,1020,,SSW (200),18.5,,Clear
17/03/2016 18:30,16,4,45,1021,,South (190),16.7,,Clear
17/03/2016 19:00,16,5,48,1021,,South (190),18.5,,Clear
17/03/2016 19:30,15,7,59,1021,,SSW (200),22.2,,Clear
17/03/2016 20:00,15,7,59,1022,,SSW (200),18.5,,Clear
17/03/2016 20:30,15,7,59,1022,,SSW (200),16.7,,Clear
17/03/2016 21:00,14,8,67,1022,,South (190),16.7,,Clear
17/03/2016 21:30,13,9,77,1022,,South (170),14.8,,Clear
17/03/2016 22:00,13,9,77,1022,,South (170),14.8,,Clear
17/03/2016 22:30,11,9,88,1022,,SSE (150),9.3,,Clear
17/03/2016 23:00,10,9,94,1022,,SSE (150),13,,Clear
17/03/2016 23:30,12,9,82,1021,,South (170),11.1,,Clear
