Date,Temperature(C),Dewpoint(C),Humidity(%),Barometer(hPa),Visibility(km),Wind Direction(degree),Wind Speed(km/h),Events,Conditions
14/03/2016 04:43,5.6,3.3,85,1008.8,16.1,South(190),16.7,,Mostly Cloudy
14/03/2016 04:53,5.6,3.3,85,1009.1,16.1,SSW(200),20.4,,Mostly Cloudy
14/03/2016 05:53,6.1,3.3,82,1010.2,16.1,South(190),24.1,,Overcast
14/03/2016 06:53,6.1,3.9,86,1010.8,16.1,South(190),14.8,,Overcast
14/03/2016 07:53,6.1,3.3,82,1011.9,16.1,South(180),22.2,Rain,Light Rain
14/03/2016 08:53,6.1,3.3,82,1012.9,11.3,SSW(200),24.1,Rain,Light Rain
14/03/2016 09:53,7.2,4.4,82,1013.9,16.1,SSW(200),35.2,,Mostly Cloudy
14/03/2016 10:53,7.2,3.9,80,1015.2,16.1,SSW(200),29.6,,Mostly Cloudy
14/03/2016 11:53,7.2,3.9,80,1016.6,11.3,SSW(200),29.6,Rain,Light Rain
14/03/2016 12:53,7.8,3.9,76,1017.3,16.1,SW(220),14.8,Rain,Light Rain
14/03/2016 13:53,7.2,3.9,80,1017.3,14.5,South(180),18.5,Rain,Light Rain
14/03/2016 14:53,7.8,3.9,76,1017.3,11.3,Variable,5.6,Rain,Light Rain
14/03/2016 15:53,8.9,5,77,1017.9,16.1,Calm,,,Mostly Cloudy
14/03/2016 16:20,10.6,5.6,71,1017.9,16.1,WSW(240),22.2,,Mostly Cloudy
14/03/2016 16:53,10,3.9,66,1018.3,16.1,West(260),18.5,,Mostly Cloudy
14/03/2016 17:53,8.9,3.9,71,1018.6,16.1,WSW(240),20.4,Rain,Light Rain
14/03/2016 18:53,7.2,3.9,80,1019.6,11.3,WSW(240),20.4,Rain,Light Rain
14/03/2016 19:53,6.7,3.3,79,1020.7,16.1,SSW(200),13,,Mostly Cloudy
14/03/2016 20:53,6.1,3.3,82,1021.7,16.1,SSW(200),14.8,,Mostly Cloudy
14/03/2016 21:53,6.7,3.3,79,1022.4,16.1,South(190),16.7,,Overcast
14/03/2016 22:53,5.6,2.8,82,1022.7,16.1,SSW(200),16.7,,Mostly Cloudy
14/03/2016 23:53,6.1,3.3,82,1022.7,16.1,South(180),13,,Overcast
15/03/2016 00:53,6.1,3.9,86,1023.4,12.9,South(180),5.6,Rain,Light Rain
15/03/2016 01:53,6.1,3.9,86,1023.7,16.1,South(190),9.3,,Overcast
15/03/2016 03:50,6,4,87,1024,16.1,Calm,,,Overcast
15/03/2016 03:53,6.7,3.9,82,1023.7,16.1,Calm,,,Overcast
15/03/2016 03:09,6.7,3.9,82,1023.7,16.1,SSW(200),5.6,,Overcast
15/03/2016 03:53,6.1,4.4,89,1024,12.9,South(180),9.3,Rain,Light Rain
15/03/2016 04:53,6.7,3.9,82,1024,16.1,Calm,,,Overcast
15/03/2016 05:43,6.7,3.9,82,1024.4,16.1,Calm,,,Overcast
15/03/2016 05:53,6.7,3.9,82,1024.7,16.1,Calm,,Rain,Light Rain
15/03/2016 06:31,6.1,4.4,89,1024.7,16.1,South(190),11.1,,Overcast
15/03/2016 06:53,6.1,4.4,89,1024,16.1,South(170),13,,Overcast
15/03/2016 07:53,6.1,3.9,86,1024.7,16.1,South(190),9.3,,Overcast
15/03/2016 08:53,6.7,4.4,85,1025.1,16.1,SSW(200),11.1,,Overcast
15/03/2016 09:04,6.7,4.4,85,1025.1,16.1,SSW(200),16.7,Rain,Light Rain
15/03/2016 09:53,7.2,4.4,82,1025.4,12.9,SSW(200),14.8,Rain,Light Rain
15/03/2016 10:01,6.7,4.4,85,1025.4,12.9,SSW(200),14.8,Rain,Light Rain
15/03/2016 10:53,7.2,5,86,1025.7,16.1,SSW(200),16.7,Rain,Light Rain
15/03/2016 11:53,7.2,5,86,1026.1,12.9,SW(220),9.3,Rain,Light Rain
15/03/2016 12:15,7.8,5,83,1026.1,9.7,SW(220),13,Rain,Light Rain
15/03/2016 12:44,7.8,5.6,86,1026.1,16.1,South(190),5.6,Rain,Light Rain
15/03/2016 12:53,7.8,5.6,86,1026.1,16.1,South(170),9.3,Rain,Light Rain
15/03/2016 13:22,7.8,5.6,86,1026.1,16.1,Variable,11.1,Rain,Light Rain
15/03/2016 13:53,8.3,5.6,83,1026.1,16.1,South(190),7.4,Rain,Light Rain
15/03/2016 14:53,8.9,6.1,83,1025.7,16.1,South(190),7.4,Rain,Light Rain
15/03/2016 15:53,8.3,6.1,86,1025.7,14.5,South(180),9.3,Rain,Light Rain
15/03/2016 16:53,8.9,6.1,83,1025.7,16.1,South(180),7.4,Rain,Light Rain
15/03/2016 17:53,8.3,5,80,1025.4,16.1,SE(140),7.4,Rain,Light Rain
15/03/2016 18:24,8.3,5.6,83,1025.4,16.1,ESE(120),7.4,,Overcast
15/03/2016 18:53,7.8,5.6,86,1025.4,14.5,East(80),9.3,,Overcast
15/03/2016 19:53,7.8,5.6,86,1025.4,16.1,East(90),9.3,Rain,Light Rain
15/03/2016 20:53,7.2,6.1,93,1025.4,9.7,East(100),7.4,Rain,Light Rain
15/03/2016 21:53,7.2,6.1,93,1025.1,16.1,East(100),11.1,,Overcast
15/03/2016 22:53,7.2,6.1,93,1025.1,16.1,East(100),11.1,,Overcast
15/03/2016 23:53,7.2,5,86,1025.1,16.1,East(90),,,
16/03/2016 00:53,6.7,5.6,93,1025.4,6.4,East(100),7.4,Rain,Light Rain
16/03/2016 01:11,6.7,5.6,93,1025.4,8,East(100),7.4,Rain,Light Rain
16/03/2016 01:53,6.7,5.6,93,1025.4,6.4,East(100),7.4,Rain,Light Rain
16/03/2016 03:19,6.7,5.6,93,1025.4,8,Calm,,Rain,Light Rain
16/03/2016 03:53,6.7,6.1,96,1025.4,9.7,Calm,,,Overcast
16/03/2016 03:57,6.7,5.6,93,1025.4,4,Calm,,,Overcast
16/03/2016 03:11,6.7,5.6,93,1025.4,1.6,Calm,,,Overcast
16/03/2016 03:24,6.7,5.6,93,1025.4,4,Calm,,,Overcast
16/03/2016 03:53,6.7,5.6,93,1025.1,4,SE(140),5.6,,Overcast
16/03/2016 04:53,6.7,5.6,93,1025.4,4,Calm,,,Overcast
16/03/2016 05:32,6.7,5.6,93,1025.4,12.9,SSE(150),5.6,,Overcast
16/03/2016 05:53,6.7,5.6,93,1025.4,16.1,Calm,,,Overcast
16/03/2016 06:53,7.2,5.6,90,1025.7,12.9,Calm,,,Overcast
16/03/2016 07:53,7.2,5.6,90,1026.1,4.8,NNW(330),5.6,,Overcast
16/03/2016 08:53,7.2,5,86,1026.4,16.1,NW(320),5.6,,Mostly Cloudy
16/03/2016 09:53,8.3,5.6,83,1026.8,16.1,NW(320),9.3,,Mostly Cloudy
16/03/2016 10:53,9.4,5.6,77,1027.1,16.1,NW(310),11.1,,Mostly Cloudy
16/03/2016 11:53,10,6.1,77,1027.4,16.1,North(350),5.6,,Mostly Cloudy
16/03/2016 12:30,10.6,5.6,71,1027.1,16.1,Variable,5.6,,Scattered Clouds
16/03/2016 12:53,10.6,5,68,1026.8,16.1,Variable,5.6,,Mostly Cloudy
16/03/2016 13:53,12.2,2.8,53,1026.4,16.1,WNW(290),16.7,,Scattered Clouds
16/03/2016 14:53,13.3,-2.2,34,1026.1,16.1,NW(310),18.5,,Scattered Clouds
16/03/2016 15:53,13.3,1.7,45,1025.7,16.1,WNW(300),13,,Scattered Clouds
16/03/2016 16:53,13.9,-0.6,37,1025.4,16.1,NW(310),11.1,,Mostly Cloudy
16/03/2016 17:53,13.3,-0.6,39,1025.4,16.1,NNW(340),9.3,,Mostly Cloudy
16/03/2016 18:53,12.2,1.1,47,1025.4,16.1,NW(310),13,,Scattered Clouds
16/03/2016 19:53,10,2.8,61,1025.4,16.1,WNW(300),7.4,,Partly Cloudy
16/03/2016 20:53,10,2.8,61,1026.1,16.1,WNW(300),13,,Clear
16/03/2016 21:53,8.3,2.8,68,1026.1,16.1,WNW(290),11.1,,Clear
16/03/2016 22:53,7.2,2.2,71,1026.4,16.1,West(280),11.1,,Clear
16/03/2016 23:53,7.2,2.2,71,1026.8,16.1,Calm,,,Clear
17/03/2016 00:53,5.6,2.2,79,1026.4,16.1,Calm,,,Clear
17/03/2016 01:53,5.6,2.2,79,1026.1,16.1,ENE(60),5.6,,Clear
17/03/2016 03:53,3.3,1.7,89,1026.1,16.1,Calm,,,Clear
17/03/2016 03:53,3.3,1.1,86,1025.4,16.1,Calm,,,Clear
17/03/2016 04:53,2.2,1.1,93,1025.4,16.1,ENE(60),5.6,,Partly Cloudy
17/03/2016 05:31,2.8,0.6,86,1025.4,16.1,East(90),5.6,,Scattered Clouds
17/03/2016 05:53,1.7,0.6,92,1025.4,16.1,Calm,,,Partly Cloudy
17/03/2016 06:29,1.1,-0.6,89,1025.4,16.1,Calm,,,Mostly Cloudy
17/03/2016 06:53,1.1,0,92,1025.4,16.1,Calm,,,Mostly Cloudy
17/03/2016 07:39,2.2,0.6,89,1025.1,16.1,Calm,,,Scattered Clouds
17/03/2016 07:53,2.2,1.1,93,1025.1,16.1,Calm,,,Scattered Clouds
17/03/2016 08:53,3.9,0.6,79,1024.7,16.1,NW(310),5.6,,Mostly Cloudy
17/03/2016 09:53,5,1.1,76,1024.7,16.1,NW(310),5.6,,Mostly Cloudy
17/03/2016 10:53,7.8,1.1,63,1024,16.1,NW(310),5.6,,Scattered Clouds
17/03/2016 11:53,10,1.7,57,1023.4,16.1,West(280),11.1,,Scattered Clouds
17/03/2016 12:53,14.4,-2.8,31,1022.7,16.1,East(80),31.5,,Scattered Clouds
17/03/2016 13:53,15,-2.2,31,1022,16.1,East(80),33.3,,Partly Cloudy
17/03/2016 14:53,15.6,-2.2,30,1021,16.1,East(80),35.2,,Partly Cloudy
17/03/2016 15:53,15.6,-2.8,28,1020.7,16.1,East(90),35.2,,Partly Cloudy
17/03/2016 16:53,15.6,-3.9,26,1020,16.1,East(80),29.6,,Partly Cloudy
17/03/2016 17:53,13.9,-5,27,1019.6,16.1,East(90),44.4,,Partly Cloudy
17/03/2016 18:53,12.2,-3.9,33,1019.3,16.1,East(90),29.6,,Partly Cloudy
17/03/2016 19:53,11.7,-4.4,32,1019.3,16.1,East(100),33.3,,Partly Cloudy
17/03/2016 20:53,11.1,-5,32,1019.3,16.1,East(90),38.9,,Partly Cloudy
17/03/2016 21:53,10.6,-5,33,1019.3,16.1,East(90),35.2,,Clear
17/03/2016 22:53,10.6,-6.1,31,1019.3,16.1,East(100),35.2,,Clear
17/03/2016 23:53,10.6,-7.2,28,1019,16.1,East(100),38.9,,Clear
