Local Time,Temperature (C),Dewpoint  (C),Humidity (%),Barometer (hPa),Visibility (km),Wind Direction (degree),Wind Speed (km),Events,Conditions
14/03/2016 09:20,6,2,76,1033.2,8,NE (50),25.9,,Scattered Clouds
14/03/2016 09:50,7,2,71,1033.2,8,ENE (60),25.9,,Partly Cloudy
14/03/2016 10:20,7,1,66,1032.2,8,ENE (70),27.8,,Partly Cloudy
14/03/2016 10:50,7,1,66,1032.2,8,ENE (70),27.8,,Scattered Clouds
14/03/2016 11:20,8,2,66,1032.2,9,East (80),27.8,,Scattered Clouds
14/03/2016 11:50,7,2,71,1032.2,9,NE (50),27.8,,Partly Cloudy
14/03/2016 12:20,8,2,66,1032.2,10,NE (40),27.8,,Partly Cloudy
14/03/2016 12:50,8,2,66,1031.2,,NE (50),25.9,,Clear
14/03/2016 13:20,9,1,58,1031.2,,NE (50),27.8,,Clear
14/03/2016 13:50,9,0,54,1031.2,,NE (50),27.8,,Clear
14/03/2016 14:20,9,0,54,1030.1,,ENE (70),27.8,,Clear
14/03/2016 14:50,9,0,54,1030.1,,ENE (60),25.9,,Clear
14/03/2016 15:20,9,-1,50,1030.1,,ENE (60),27.8,,Clear
14/03/2016 15:50,9,0,54,1029.1,,ENE (60),25.9,,Clear
14/03/2016 16:20,8,0,57,1029.1,,ENE (70),29.6,,Clear
14/03/2016 16:50,7,0,61,1029.1,,ENE (60),31.5,,Clear
14/03/2016 17:20,6,1,70,1029.1,,ENE (60),27.8,,Clear
14/03/2016 17:50,6,1,70,1029.1,,ENE (60),31.5,,Clear
14/03/2016 18:20,5,1,76,1030.1,10,ENE (60),25.9,,Partly Cloudy
14/03/2016 18:50,5,1,76,1030.1,9,ENE (60),25.9,,Partly Cloudy
14/03/2016 19:20,5,1,76,1030.1,8,ENE (60),22.2,,Partly Cloudy
14/03/2016 19:50,4,2,87,1030.1,8,NE (50),16.7,,
14/03/2016 20:20,4,2,87,1030.1,6.9,NE (50),16.7,,
14/03/2016 20:50,4,2,87,1030.1,6,ENE (60),20.4,,
14/03/2016 21:20,3,1,87,1030.1,6,ENE (70),9.3,,
14/03/2016 21:50,3,1,87,1030.1,6,ENE (70),11.1,,
14/03/2016 22:20,3,1,87,1030.1,5,ENE (70),9.3,,Haze
14/03/2016 22:50,2,1,93,1030.1,6,NE (50),7.4,,
14/03/2016 23:20,2,1,93,1030.1,6,NE (40),7.4,,
14/03/2016 23:50,2,1,93,1030.1,,NE (40),7.4,,Haze
15/03/2016 00:20,1,0,93,1030.1,,NE (50),7.4,,Haze
15/03/2016 00:50,1,0,93,1030.1,,NNE (30),7.4,,Haze
15/03/2016 01:20,1,0,93,1030.1,5,NE (40),11.1,,Haze
15/03/2016 01:50,1,1,100,1030.1,5,Variable,5.6,,Haze
15/03/2016 02:20,1,1,100,1030.1,6,NNE (30),7.4,,Partly Cloudy
15/03/2016 02:50,1,0,93,1030.1,6.9,NE (50),5.6,,
15/03/2016 03:20,1,0,93,1029.1,6.9,NNE (30),7.4,,
15/03/2016 03:50,-1,-1,100,1029.1,6.9,ENE (60),7.4,,
15/03/2016 04:20,-2,-2,100,1029.1,6.9,ENE (60),5.6,,
15/03/2016 04:50,-2,-2,100,1029.1,6.9,Calm,,,
15/03/2016 05:20,-1,-2,93,1029.1,6.9,Calm,,,
15/03/2016 05:50,-2,-2,100,1029.1,6,Calm,,,Partly Cloudy
15/03/2016 06:20,-1,-1,100,1030.1,,Calm,,,Mostly Cloudy
15/03/2016 06:50,-1,-1,100,1030.1,5,Calm,,,Mostly Cloudy
15/03/2016 07:20,0,0,100,1030.1,3.5,Variable,5.6,Fog,Mostly Cloudy
15/03/2016 07:50,3,2,93,1030.1,3.5,NE (40),7.4,,Overcast
15/03/2016 08:20,4,4,100,1030.1,4,NE (50),7.4,,Mostly Cloudy
15/03/2016 08:50,5,4,93,1030.1,4,NNE (30),7.4,,Haze
15/03/2016 09:20,6,4,87,1030.1,5,NE (40),16.7,,Haze
15/03/2016 09:50,7,4,81,1030.1,6.9,NE (50),16.7,,Scattered Clouds
15/03/2016 10:20,7,4,81,1030.1,6.9,NNE (30),18.5,,Scattered Clouds
15/03/2016 10:50,7,3,76,1030.1,9,NE (40),16.7,,Scattered Clouds
15/03/2016 11:20,7,4,81,1030.1,9,NNE (20),20.4,,Mostly Cloudy
15/03/2016 11:50,7,5,87,1030.1,8,NNE (30),16.7,,Mostly Cloudy
15/03/2016 12:20,8,5,81,1029.1,6.9,NE (40),16.7,,Overcast
15/03/2016 12:50,8,5,81,1029.1,8,NE (40),18.5,,Mostly Cloudy
15/03/2016 13:20,8,5,81,1029.1,6.9,NNE (30),18.5,,Mostly Cloudy
15/03/2016 13:50,8,5,81,1029.1,8,NNE (30),22.2,,Mostly Cloudy
15/03/2016 14:20,8,5,81,1029.1,6.9,NNE (30),18.5,,Mostly Cloudy
15/03/2016 14:50,8,5,81,1028.1,8,NE (40),20.4,,Mostly Cloudy
15/03/2016 15:20,8,5,81,1028.1,6.9,NNE (30),18.5,,Mostly Cloudy
15/03/2016 15:50,8,5,81,1028.1,6.9,NNE (30),22.2,,Mostly Cloudy
15/03/2016 16:20,8,5,81,1028.1,8,NNE (30),20.4,,Mostly Cloudy
15/03/2016 16:50,8,5,81,1028.1,9,NE (40),18.5,,Mostly Cloudy
15/03/2016 17:20,8,5,81,1028.1,10,NE (40),20.4,,Mostly Cloudy
15/03/2016 17:50,8,5,81,1028.1,10,NE (40),20.4,,Mostly Cloudy
15/03/2016 18:20,8,5,81,1028.1,10,NNE (30),20.4,,Mostly Cloudy
15/03/2016 18:50,7,5,87,1028.1,10,NNE (30),20.4,,Mostly Cloudy
15/03/2016 19:20,7,5,87,1028.1,10,NNE (30),16.7,,Mostly Cloudy
15/03/2016 19:50,7,5,87,1028.1,10,NE (40),22.2,,Mostly Cloudy
15/03/2016 20:20,7,5,87,1028.1,10,NE (40),20.4,,Mostly Cloudy
15/03/2016 20:50,7,5,87,1028.1,10,NNE (30),22.2,,Mostly Cloudy
15/03/2016 21:20,7,5,87,1028.1,10,NNE (30),20.4,,Mostly Cloudy
15/03/2016 21:50,6,5,93,1028.1,10,NNE (20),22.2,,Mostly Cloudy
15/03/2016 22:20,6,5,93,1028.1,10,NNE (30),20.4,,Overcast
15/03/2016 22:50,6,5,93,1028.1,10,NE (40),18.5,,Overcast
15/03/2016 23:20,6,5,93,1028.1,9,NE (40),22.2,,Overcast
15/03/2016 23:50,6,5,93,1028.1,9,NE (40),18.5,,Overcast
16/03/2016 00:20,6,5,93,1028.1,6,NE (40),24.1,,Overcast
16/03/2016 00:50,7,5,87,1028.1,6,NE (40),16.7,,Overcast
16/03/2016 01:20,7,5,87,1028.1,6,NE (40),20.4,,Overcast
16/03/2016 01:50,7,5,87,1028.1,5,NE (40),18.5,,Haze
16/03/2016 02:20,7,6,93,1028.1,,NNE (30),14.8,,Drizzle
16/03/2016 02:50,7,6,93,1028.1,,NNE (30),14.8,,Drizzle
16/03/2016 03:20,6,6,100,1028.1,,NNE (30),14.8,,Drizzle
16/03/2016 03:50,6,6,100,1028.1,6.9,NNE (30),11.1,,Mostly Cloudy
16/03/2016 04:20,7,6,93,1028.1,4,NNE (30),14.8,,Haze
16/03/2016 04:50,7,6,93,1028.1,,NE (40),16.7,,Haze
16/03/2016 05:20,7,6,93,1028.1,5,NE (40),18.5,,Haze
16/03/2016 05:50,7,5,87,1028.1,6,NE (40),18.5,,Mostly Cloudy
16/03/2016 06:20,7,5,87,1028.1,6.9,NE (40),20.4,,Mostly Cloudy
16/03/2016 06:50,6,4,87,1028.1,8,NE (40),20.4,,Scattered Clouds
16/03/2016 07:20,7,4,81,1028.1,8,NE (50),20.4,,Scattered Clouds
16/03/2016 07:50,7,4,81,1028.1,6.9,NE (50),24.1,,Scattered Clouds
16/03/2016 08:20,7,4,81,1029.1,8,NE (40),22.2,,Scattered Clouds
16/03/2016 08:50,7,4,81,1029.1,9,NE (40),27.8,,Scattered Clouds
16/03/2016 09:20,7,4,81,1029.1,10,NE (40),24.1,,Scattered Clouds
16/03/2016 09:50,8,3,71,1029.1,10,NE (50),22.2,,Scattered Clouds
16/03/2016 10:20,7,4,81,1029.1,10,NE (40),22.2,,Scattered Clouds
16/03/2016 10:50,8,3,71,1029.1,10,NE (40),24.1,,Scattered Clouds
16/03/2016 11:20,8,2,66,1029.1,10,ENE (60),29.6,,Scattered Clouds
16/03/2016 11:50,8,2,66,1029.1,10,NE (50),27.8,,Scattered Clouds
16/03/2016 12:20,9,2,62,1028.1,10,NE (40),29.6,,Scattered Clouds
16/03/2016 12:50,8,1,62,1028.1,10,NE (40),31.5,,Scattered Clouds
16/03/2016 13:20,9,1,58,1028.1,10,ENE (60),33.3,,Scattered Clouds
16/03/2016 13:50,8,0,57,1028.1,10,NE (50),29.6,,Scattered Clouds
16/03/2016 14:20,8,0,57,1028.1,10,ENE (60),29.6,,Scattered Clouds
16/03/2016 14:50,7,0,61,1028.1,10,NE (50),35.2,,Scattered Clouds
16/03/2016 15:20,7,0,61,1028.1,10,ENE (60),35.2,,Scattered Clouds
16/03/2016 15:50,7,0,61,1028.1,10,ENE (60),31.5,,Scattered Clouds
16/03/2016 16:20,7,0,61,1028.1,10,NE (50),35.2,,Scattered Clouds
16/03/2016 16:50,6,0,66,1028.1,10,NE (50),31.5,,Mostly Cloudy
16/03/2016 17:20,6,0,66,1028.1,10,NE (50),31.5,,Mostly Cloudy
16/03/2016 17:50,6,0,66,1028.1,10,NE (40),25.9,,Mostly Cloudy
16/03/2016 18:20,6,0,66,1029.1,10,NE (40),24.1,,Mostly Cloudy
16/03/2016 18:50,6,0,66,1029.1,10,NE (50),20.4,,Mostly Cloudy
16/03/2016 19:20,6,1,70,1029.1,10,NE (50),20.4,,Mostly Cloudy
16/03/2016 19:50,5,1,76,1029.1,10,NE (50),18.5,,Mostly Cloudy
16/03/2016 20:20,5,1,76,1029.1,10,NE (40),16.7,,Scattered Clouds
16/03/2016 20:50,6,2,76,1029.1,10,ENE (60),14.8,,Scattered Clouds
16/03/2016 21:20,6,2,76,1030.1,10,NE (40),16.7,,Scattered Clouds
16/03/2016 21:50,5,2,81,1030.1,9,NE (50),16.7,,Partly Cloudy
16/03/2016 22:20,5,2,81,1030.1,8,NNE (30),13,,Partly Cloudy
16/03/2016 22:50,4,2,87,1030.1,8,NNE (30),13,,
16/03/2016 23:20,4,1,81,1030.1,6.9,NNE (30),11.1,,
16/03/2016 23:50,4,2,87,1030.1,6,NNE (30),13,,
17/03/2016 00:20,3,2,93,1030.1,6,NNE (20),11.1,,
17/03/2016 00:50,3,1,87,1030.1,5,NNE (30),11.1,,Haze
17/03/2016 01:20,3,1,87,1030.1,,NNE (30),9.3,,Haze
17/03/2016 01:50,2,1,93,1030.1,4.5,NNE (30),9.3,,Haze
17/03/2016 02:20,3,1,87,1030.1,4.5,NE (40),11.1,,Haze
17/03/2016 02:50,2,1,93,1029.1,,NE (40),9.3,,Haze
17/03/2016 03:20,1,0,93,1029.1,,ENE (70),5.6,,Haze
17/03/2016 03:50,1,0,93,1029.1,2.9,ENE (60),7.4,,Haze
17/03/2016 04:20,0,-1,93,1029.1,2.6,ENE (60),5.6,,Haze
17/03/2016 04:50,0,-1,93,1030.1,1.9,Calm,,,Mist
17/03/2016 05:20,0,0,100,1030.1,1.9,NNE (20),7.4,,Mist
17/03/2016 05:50,1,0,93,1030.1,2.1,NNE (30),7.4,,Mist
17/03/2016 06:20,1,0,93,1030.1,,NNE (20),7.4,,Mist
17/03/2016 06:50,1,1,100,1030.1,3.1,NNE (30),11.1,,Mist
17/03/2016 07:20,2,1,93,1030.1,,NNE (30),7.4,,Haze
17/03/2016 07:50,4,2,87,1030.1,5,Variable,5.6,,Haze
17/03/2016 08:20,5,3,87,1030.1,6,NE (50),16.7,,
17/03/2016 08:50,6,3,81,1030.1,6.9,NE (50),22.2,,Partly Cloudy
17/03/2016 09:20,7,3,76,1030.1,9,NE (50),18.5,,Partly Cloudy
17/03/2016 09:50,8,3,71,1030.1,9,ENE (60),22.2,,Partly Cloudy
17/03/2016 10:20,9,2,62,1030.1,10,NE (50),22.2,,Partly Cloudy
17/03/2016 10:50,10,3,62,1030.1,10,ENE (60),22.2,,Partly Cloudy
17/03/2016 11:20,10,2,58,1030.1,10,East (80),20.4,,Partly Cloudy
17/03/2016 11:50,10,1,54,1030.1,10,East (80),22.2,,Partly Cloudy
17/03/2016 12:20,10,2,58,1030.1,10,East (80),20.4,,Partly Cloudy
17/03/2016 12:50,11,2,54,1029.1,10,East (80),20.4,,Partly Cloudy
17/03/2016 13:20,10,1,54,1029.1,10,ENE (70),14.8,,Partly Cloudy
17/03/2016 13:50,11,1,50,1029.1,10,ENE (60),18.5,,Partly Cloudy
17/03/2016 14:20,10,2,58,1029.1,,ENE (70),18.5,,Clear
17/03/2016 14:50,10,1,54,1028.1,,ENE (60),18.5,,Clear
17/03/2016 15:20,10,1,54,1028.1,,ENE (70),18.5,,Clear
17/03/2016 15:50,10,0,50,1028.1,,NE (50),18.5,,Clear
17/03/2016 16:20,9,0,54,1028.1,,ENE (60),18.5,,Clear
17/03/2016 16:50,9,0,54,1028.1,,ENE (60),20.4,,Clear
17/03/2016 17:20,8,0,57,1028.1,,ENE (70),14.8,,Clear
17/03/2016 17:50,7,0,61,1028.1,,ENE (70),13,,Clear
17/03/2016 18:20,6,-1,61,1028.1,,East (80),11.1,,Clear
17/03/2016 18:50,5,-1,65,1028.1,,ENE (70),11.1,,Clear
17/03/2016 19:20,5,-1,65,1028.1,,ENE (70),9.3,,Clear
17/03/2016 19:50,4,-1,70,1028.1,,ENE (70),9.3,,Clear
17/03/2016 20:20,4,-1,70,1028.1,,ENE (70),9.3,,Clear
17/03/2016 20:50,4,-1,70,1028.1,,NE (50),11.1,,Clear
17/03/2016 21:20,4,-1,70,1028.1,,NNE (20),7.4,,Clear
17/03/2016 21:50,4,0,75,1028.1,,NNE (20),7.4,,Clear
17/03/2016 22:20,4,0,75,1028.1,9,NNE (30),9.3,,
17/03/2016 22:50,2,-1,81,1028.1,8,NNE (30),7.4,,
17/03/2016 23:20,2,-1,81,1028.1,6.9,NE (40),5.6,,
17/03/2016 23:50,3,1,87,1028.1,,ENE (60),7.4,,Haze
